,south G(i) [kWh/m2],east G(i) [kWh/m2],north G(i) [kWh/m2],west G(i) [kWh/m2],T2m
4677,0.0,0.0,0.0,0.0,14.6
4678,0.0,0.0,0.0,0.0,14.0
4679,0.0,0.0,0.0,0.0,13.3
4680,0.0,0.0,0.0,0.0,12.3
4681,0.0,0.0,0.0,0.0,12.4
4682,0.0,0.0,0.0,0.0,10.8
4683,0.0,0.0,0.0,0.0,10.3
4684,0.24999999999999997,0.24999999999999997,0.24999999999999997,0.24999999999999997,10.2
4685,19.72213805913656,114.36198451321805,76.36130697371051,19.72213805913656,9.9
4686,62.9474003393362,369.37843473084695,173.81060789202107,62.9474003393362,10.9
4687,104.66955670425767,618.091432455682,186.5179781159306,104.66955670425767,12.9
4688,153.8515647127457,712.3722138157174,131.57863719943796,131.57863719943796,14.9
4689,307.88056555502646,729.8825099385281,157.4210112281957,157.4210112281957,15.9
4690,368.0682073229225,498.9611490515543,192.10960287732865,192.10960287732865,17.9
4691,237.62682852206476,228.68554899235104,174.8490122471828,174.8490122471828,18.1
4692,234.84584563322306,206.28374843437584,195.6830782158144,195.6830782158144,19.0
4693,227.05945679845993,190.59729090309344,190.59729090309344,199.4929392107185,18.5
4694,205.15952916323957,175.7232667027725,175.7232667027725,199.9470517298125,19.2
4695,332.38689977979504,177.9056728380466,177.9056728380466,437.776747472849,20.3
4696,126.72969128032128,116.1071699878283,116.1071699878283,154.5204064307641,20.8
4697,82.5135172247707,81.56207787480375,81.56207787480375,100.73610852929647,20.9
4698,59.01454716401679,59.01454716401679,66.13137746389467,106.92580706563174,21.1
4699,16.83337816360546,16.83337816360546,16.83337816360546,16.83337816360546,20.9
4700,0.5324986382610709,0.5324986382610709,0.5324986382610709,0.5324986382610709,20.1
4701,0.0,0.0,0.0,0.0,19.0
4702,0.0,0.0,0.0,0.0,18.9
4703,0.0,0.0,0.0,0.0,19.3
4704,0.0,0.0,0.0,0.0,18.2
4705,0.0,0.0,0.0,0.0,17.6
4706,0.0,0.0,0.0,0.0,16.4
4707,0.0,0.0,0.0,0.0,15.5
4708,0.24999999999999997,0.24999999999999997,0.24999999999999997,0.24999999999999997,14.5
4709,19.566759959569996,117.19294115110364,77.8161021347851,19.566759959569996,14.3
4710,61.157404057306124,302.8562609985499,148.17895366300476,61.157404057306124,15.1
4711,104.40902487261032,616.7106470741029,185.16824344886442,104.40902487261032,15.9
4712,154.35959740464514,748.0644529684839,129.45121307271026,129.45121307271026,17.1
4713,312.79370530745143,767.8656407045473,148.68987651230657,148.68987651230657,18.2
4714,417.1967447328968,584.7504437048549,189.39035385252566,189.39035385252566,19.3
4715,504.5412021340882,460.0942750917454,198.61059970042132,198.61059970042132,20.5
4716,545.820151593814,294.5835811961802,201.4706987469056,201.4706987469056,22.6
4717,368.46308838712525,197.95311173427763,197.95311173427763,239.24053109447,22.0
4718,218.06184524857105,162.4500521635163,162.4500521635163,207.94711314154145,20.5
4719,178.195976729258,141.20181296348983,141.20181296348983,203.0051271287109,19.7
4720,130.08644728165348,112.86165001901004,112.86165001901004,174.4658231099601,19.2
4721,81.7753682993686,80.71097809505433,80.71097809505433,101.08897116559022,19.2
4722,42.92083766976591,42.92083766976591,43.34021194901837,45.79117538599369,18.5
4723,22.92742036445351,22.92742036445351,23.24855900167423,23.85185584569556,17.3
4724,1.602094800351824,1.602094800351824,1.602094800351824,1.602094800351824,16.9
4725,0.0,0.0,0.0,0.0,16.2
4726,0.0,0.0,0.0,0.0,15.6
4727,0.0,0.0,0.0,0.0,14.3
4728,0.0,0.0,0.0,0.0,13.7
4729,0.0,0.0,0.0,0.0,12.2
4730,0.0,0.0,0.0,0.0,11.7
4731,0.0,0.0,0.0,0.0,11.0
4732,0.24999999999999997,0.24999999999999997,0.24999999999999997,0.24999999999999997,9.6
4733,18.401651759814715,86.09066634329459,58.657959386056525,18.401651759814715,11.5
4734,61.65690440302137,364.00470137328057,169.95449300249558,61.65690440302137,12.6
4735,102.39310735135558,508.3045815388811,165.61807874970498,102.39310735135558,13.7
4736,159.03971538208484,611.582897337224,139.05720808614035,139.05720808614035,14.9
4737,295.3699810516454,654.1053427391225,164.45123257433153,164.45123257433153,15.1
4738,418.33645073472144,588.0991890811399,184.72754984659895,184.72754984659895,16.9
4739,543.9082244654749,491.3579357338279,189.6785245985492,189.6785245985492,18.8
4740,594.4060793700692,290.7323739341186,178.40927765412863,178.40927765412863,19.9
4741,468.9577776168824,201.99762976179443,201.99762976179443,266.16666842739687,21.3
4742,217.94495466487098,162.1668800972301,162.1668800972301,207.53281279082336,21.2
4743,178.2578461364917,140.7711733019956,140.7711733019956,202.96188895606446,21.7
4744,187.3079122637203,137.8051377039603,137.8051377039603,312.89236623429144,21.3
4745,80.30082214048241,78.7897901329222,78.7897901329222,106.31676757860117,20.7
4746,42.9083239871938,42.9083239871938,43.3331810396828,45.86640702862434,19.4
4747,11.349459552411291,11.349459552411291,11.349459552411291,11.349459552411291,18.9
4748,0.5324486381917624,0.5324486381917624,0.5324486381917624,0.5324486381917624,17.9
4749,0.0,0.0,0.0,0.0,17.6
4750,0.0,0.0,0.0,0.0,17.3
4751,0.0,0.0,0.0,0.0,17.1
4752,0.0,0.0,0.0,0.0,15.6
4753,0.0,0.0,0.0,0.0,15.0
4754,0.0,0.0,0.0,0.0,15.3
4755,0.0,0.0,0.0,0.0,15.4
4756,0.12499999999999999,0.12499999999999999,0.12499999999999999,0.12499999999999999,14.8
4757,9.59122339578145,14.839414991433387,12.70168805899238,9.59122339578145,14.5
4758,17.94505475894854,17.94505475894854,17.94505475894854,17.94505475894854,16.0
4759,74.73906747751143,119.54606431638692,81.6294781415955,74.73906747751143,17.7
4760,114.03431571195075,168.63357916497742,111.49628550135151,111.49628550135151,17.6
4761,162.63045503330937,230.97444754911635,137.3743368620942,137.3743368620942,17.5
4762,197.77290042131557,216.7783586392851,171.2831113670836,171.2831113670836,19.5
4763,223.1485540875208,217.81427770284705,187.96707629514802,187.96707629514802,18.6
4764,232.6601228742923,204.33385333899272,193.88330302957482,193.88330302957482,20.4
4765,226.42577526374663,189.52297339013955,189.52297339013955,198.3300742169547,19.8
4766,203.99730735537747,174.32972874491045,174.32972874491045,198.31772009970143,20.6
4767,177.64895106867044,140.33968832087294,140.33968832087294,201.80249883019334,20.6
